10,Welcome Back,-,-
30,Getting Started on Instructor Certification ,-,https://carpentries.github.io/instructor-training/instructor/14-checkout.html
45,The Carpentries: How We Operate ,-,https://carpentries.github.io/instructor-training/instructor/15-carpentries.html
15,BREAK,-,https://carpentries.github.io/instructor-training/instructor/16-coffee.html
65,Live Coding is a Skill ,-,https://carpentries.github.io/instructor-training/instructor/17-live.html
45,Preparing to Teach ,-,https://carpentries.github.io/instructor-training/instructor/18-preparation.html
60,LUNCH,-,https://carpentries.github.io/instructor-training/instructor/19-lunch.html
45,More Practice Live Coding ,-,https://carpentries.github.io/instructor-training/instructor/20-performance.html
70,Working With Your Team ,-,https://carpentries.github.io/instructor-training/instructor/21-management.html
15,BREAK,-,https://carpentries.github.io/instructor-training/instructor/22-coffee.html
40,Launches and Landings ,-,https://carpentries.github.io/instructor-training/instructor/23-introductions.html
20,Putting It Together ,-,https://carpentries.github.io/instructor-training/instructor/24-practices.html
10,Wrapping Up ,-,https://carpentries.github.io/instructor-training/instructor/25-wrap-up.html
