title,Instructor Training Day 1
time,12:00
20,Building Skill With Feedback ,-,https://carpentries.github.io/instructor-training/instructor/06-feedback.html
60,Motivation and Demotivation ,-,https://carpentries.github.io/instructor-training/instructor/08-motivation.html
15,BREAK,-,-
40,Equity, Inclusion, and Accessibility,-,https://carpentries.github.io/instructor-training/instructor/09-eia.html
60,Teaching is a Skill,-,https://carpentries.github.io/instructor-training/instructor/11-practice-teaching.html
20,End Part 2 and Homework,-,https://carpentries.github.io/instructor-training/instructor/12-homework.html
